dataset,query,duplicates
gossipcop,12934912938727627310,12934912938727627310 14606142842748796720 4918074534739088795 16624044672430402455 11266520217020959853 5129197248288460055 17729131637711222644 12831887849684495367 12715893154790389673 76561249380856441 11731933391217902164 3775712701246569477 8071486975099614753 5483011668667174724 8788202986720640159 4688694752766849537 3387366931916715496 13061546724827779245 1760605973704187793 2925689696772954909 1180485721359932669 16825458760271544958 8541999309258385224 5150740792447013556 7007829788675708949 16825458760271544958
gossipcop,6184519967679811040,16825458760271544958 14486030078595928020 16825458760271544958 8342480747714852628 14660182090236466680 10918495418547228039 9079575277656424673 13531731639281324075 16825458760271544958 903186095487127736 16418736865112470713 262759922930458892 6689840839080341635 15796701984179749509 17228296504470446388 7286123358995238084 10195172627746809222 168838699433772392 946610907050162146 16957612677905839492 8590241268063058817 13071486495634883801 273714696961926844 18404699880024481777 1367558455468239674
gossipcop,5196492460512446978,5205077978871438083 5196492460512446978 6434982340385380866 4574190207905185965 13951959562872990983 16825458760271544958 15743298860416936226 13404447407422281832 171374694851294983 9108949023455711818 15704038584936710469 3066683413808862945 9285935552626541961 6351845864575097308 13448235864884633599 16825458760271544958 16635106873448104072 2512148913020943098 14585416784223014157 2699980432287303949 4592526237869706753 14239726876791684430 10716773773882855885 1460767996364072903 12285938579582556269 8142467128221204890 5461962122636726843 2699980412959951117
gossipcop,7967402040883562033,7967402040883562033 11465490437352925729 10672829964900331057 2884520340830487667 380775026153358435 4941879760741676045 6650552771341552665 6482361014275431389 16659344699568684603 818970880526411833 152862961594704729 3176942341069779795 7317765353277675329 2808255477404024937 12100181954309296442 14220328988776466161 15477347848842459154 6001564797455331166 6618498025757788933 17190344501052746742 5533472380750513081 9748280942785860705 17961649233718746736 9679334843636671037 8264114837139935242 15140224972022638414 16825458760271544958
gossipcop,15154525645710920775,15154525645710920775 7807718911987290470 17460373128065952846 15730990800305498191 131458148250731963 9114446622952095132 13545056236971736907 16825458760271544958 8960637842473885102 16166763133840442770 16825458760271544958 3998479844331586182 9005390239773367326 12279765887764954990 5588998575903573541 103634875959366154 3054098706487865194 9069001095841264751 3378542528699629412 17171049570339380370 2113339233206877518 10604990104553705842 14965537258832810311 7697382039018087875 3055263552956954478 3055263552956954478 2540890082677679291 12278635589811601262
gossipcop,13549211690145976306,16470071411397319794 13549211690145976306 1803430834292744812 467477478657784533 14157476900704729727 2036280419164188172 5420369191091699761 7537112743110133505 15730658177156085754 2480482690474491805 9437135050570787859 8550445108552810063 2836896562888189936 10446543592178788928 4727714760573670057 10022944723689265377 6798504778353975875 6935456022035521360 2199915484019745836 5655995628157583710 4936547512683417139 17158440978632148930 14466187856181230568 10907000372827108440 828421593140796132 5114854883719762974 16825458760271544958
gossipcop,12914583661921379150,12914583661921379150 10124926399055387845 3263921032355018831 983126163026124104 11819979442003735434 5078162974351151566 5032950978826471623 2929597991194398066 13653121687399021879 12995318113940089476 3794708065460428874 11863383024061873105 1074759222535423037 10293138799244043473 11592758195814265993 12984762467374284380 3186701465479315394 3186701465479315394 12542582726948481690 3186701465479315394 16729329115945134808 4416701727507695853 11822404813517407116 16439689629301693710 16498660728472565324 11412656481915943174 16825458760271544958 3186701465479315394
gossipcop,8772794022787476306,8772794022787476306 14283276720332091265 8912814334601955519 14112801334199923610 2565586922064859338 1203306412389768424 16707961404667618523 7912947404158162266 16825458760271544958 16714117882338270368 4458004123828563283 8122108744442882115 11585682865349820322 9270947190958189160 5242528573367735692 9439710250803335724 12548253795491076884 12091505430921087962 11766383715761384169 1015601053788186973 10918495418547228039 878347795614458701 5491158639224643722 1849692785584496174 4611747980953589900 13210548529263796034 5215224470056122691 7718557181254223073
gossipcop,12947381725460529739,16825458760271544958 13810641022488015397 12947381725460529739 4522952407116621076 16825458760271544958 4575377390499693794 12188220193094623703 9432874069735884106 10346125621244515081 13101764402852773348 11172207307035208357 2947580220822371237 16825458760271544958 3637068184273198789 10712889141397401220 18041309628015132677 9817558840153774371 10911677132460471436 695550381828149967 7989777510512754453 8179961553023903779 10088652905880851244 11595262179012869052 12577750670718764781 18443658195104815237 1843732664489623141 16825458760271544958
gossipcop,4854256427221433625,4854256427221433625 4900319315139649936 10918495418547228039 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 15847705401062519016 8782028462345473542 16825458760271544958 6539906997280899560 4772802715128861513 16825458760271544958 4918074534739088795 16825458760271544958 3540538980099308221 16825458760271544958 5476719455480899250 16825458760271544958 16825458760271544958 8377583739822296883 10366955084819422299 3546086239076436137 16422506475943336824 16825458760271544958
gossipcop,1232739956972948131,12790807035826524194 3075206428327774445 12677682731663014564 16825458760271544958 16058051821314492131 1232739956972948131 2248763429178690334 13810634075542304375 9125798941993600786 5297282518193109237 8623372582104664734 5113899412705834772 3399620680376082781 12761294064883970346 5465999496798158919 7278013401492775798 10399701612268907732 17235825205010076528 4693237241324079648 16825458760271544958 13622639578420983913 3775712701246569477 6510301475350988387 4374088844359389119 8220210080208913049 14004705680899965758 16825458760271544958 13369396466624576938 2006055358504527480
gossipcop,4996642910269519071,13648520635785165238 11559157475913831168 12196278119742786214 8029956898601660221 13170132322128785347 8515592563392419628 1567472161987415722 4954113110672805238 21630890355847962 17381373199816081192 15543652720619270945 16712121372385560844 11929988753062186601 12224252140170019572 13845887418664407434 16855695202951075619 3753004487916915906 1500038141382240704 12859408429404210008 18393164646421488685 146974340815343021 14238055191856475641 5422918576245369957 4093325635813593104 12207979095223551943 17094086804859036998 8889485445270960509 16825458760271544958
gossipcop,15266242752068336475,11196319939922005800 14803303178636832491 641696997750483242 16825458760271544958 8687034460432808191 2844368934906332345 16825458760271544958 3640345232525357359 14179658998626155265 15266242752068336475 16825458760271544958 16825458760271544958 16825458760271544958 12191262123328344872 15276257534631141505 16825458760271544958 6001057518072847161 2856003456219493137 1949182699916677244 15826503627474306178 158489021492431495 12413561246298547784 16825458760271544958 66805382659242400 17613563522198734140 99686222214500644 7988134964412155715
gossipcop,10348770905474532164,10348770905474532164 15226710186009868919 9443205198548104191 12044179606784686528 16825458760271544958 3720296835114391578 12052526072080503844 15816610110145483861 2210679371633252208 5175173133114714939 9245337827443691520 7382923195982766711 10020526440007411766 3748724066751296632 4435557402085468651 5462516271864849647 16825458760271544958 3451313315430888330 9083553601197897736 2461323946028552526 1825248576523749248 15725432110174121010 9879475520105117341 12715893154790389673 6210220688884792561 4839371169511728909 15901515460586852383 8738012464786729715 5032462783617888869
gossipcop,4295737227863590666,4295737227863590666 16825458760271544958 13800880372557052748 8876786804134411750 11204582441612281863 10520556494078166776 16214159369201058387 13243585600464846736 2859035529297657296 63259605850946783 6153999946722261015 675878069223570020 11871233327102874087 658120568658814716 26740407174841685 1021095877501928891 134117419342451463 2585867292970399679 9234593612593316487 3290593319208239067 13402232148558811979 6624847850372395613 4955512607452521559 8039280546986064173 12248287416743035271 15409355211327536510
gossipcop,7402469721800828898,6195496221262996963 11370297754937167504 7402469721800828898 13924833645582613672 10775840126649208402 8924543963132634315 8149211914671116281 7373504987556918273 15910111706665710546 12865805387611689531 11352292082844941970 7011956495845483436 18167161598312559297 7192353844856090186 12183187218366030374 803857486763346627 5773485938256965768 3599034517538289236 16773447184034716945 12880147393979263516 15326031263647789781 10022359823898668178 12365983592329646468 1567568662960761689 14919386301749020651 14278958526456990330 11172314185982682886
gossipcop,6224739797231927828,6224739797231927828 8092640951084285563 7314410827374697367 6118043300666212368 15941285117323749904 2874060569406274271 16825458760271544958 16825458760271544958 473592801880187263 16825458760271544958 8632025438326693970 12949253846973906 16894746744212629591 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,5055510933347086918,5055510933347086918 11822155130287864886 2951650981939748903 888831764752742780 16825458760271544958 5015401360432217107 5008295966467120320 2541432742873792638 2598783093433089078 5126416009999011163 16219371490173138049 6274883870706813884 9509494892757423516 17179201027296306804 3847004684777421494 11243288326139176143 9915876130503142902 16825458760271544958 15992156902824853811 4887765024721338523 3837927116912708254 10509649201389930795 7626288804542437488 15151132222717407220 13271705250268284835 1965579098007871790 13416841286431236037
gossipcop,17875014293891542621,16866065246937566809 15946198381565630097 16866065246937566809 17875014293891542621 18308354503724752631 5832951706779774254 1516558860938449122 15045227430449728185 18012406406019970954 15584464628638726966 10401926137477491682 18180624085630996893 13392970195870671380 16773447184034716945 5680802531819545432 16825458760271544958 16825458760271544958 16825458760271544958 13605808437834497313 1605262966731921032 9490413053621922739 16825458760271544958 1916115881009507291 9666532647180135948 17892635021841778235 4072822932026524914 15717960117655256765 13735341548327709099
gossipcop,1270595388899445568,1270595388899445568 16825458760271544958 16164033762004352868 2567801439661066568 14003214836918687961 2928057815275945587 10147057730886760127 17050249179988273500 16825458760271544958 18296131035324687209 2289043301230379822 11672104505829573196 10147128649386726971 15390366842634310149 27636610554682212 6587756831329925528 139193326425420501 16825458760271544958 18362927463425696568 12454154020449339049 5245806461778072452 6699200833849210713 13542864125923882550 5694485739476129927 7158761555749272497 16564112193345929028 6945244570126108752 1882014817585773141
gossipcop,3965391650436497247,3965391650436497247 12699266738322962022 6476110182342474270 5278575792166501026 5365304505133895328 1474159813926950528 7565886501920142229 7970958566066012634 12800380584119928250 11773627656204335522 603839207165491938 4320574798898976519 8077855630411137135 13586898297495899976 16825458760271544958 14169866943026376751 2567801439661066568 7641141851349110818 18270721109536568750 3546651604140854724 11596221102641683753 10824985429252058438 6532605074138442077 5579097712361093644 3003102270851504187 4735384901646533434 15649228201218708553 12523232043852446212
gossipcop,3966984588895777659,15954083112879705459 5509908253676944156 13499404004139553498 14355144005660521555 65147480761413102 9441775015421497199 3552706228559197124 13500821194140503390 9504638487297196022 13108056844977084916 10922797547873056884 12966157348695534171 13483457673231509854 17346643838043623524 6422570212580661781 388367490582384462 10604990104553705842 2289230255991589175 3645448132939479151 446987987016643034 7747488059443770814 17448400407854505607 13210548529263796034 6206518100607535191 8165654782409194458 1522108904572171903 6389696891458371835
gossipcop,10824985429252058438,10824985429252058438 12858672027057771685 12753580823488832555 9410197319636060586 4540552779738877432 16675378000441407340 4258718317246580697 13347354326870270121 12379169440374807317 1537500520616564609 15439541119246045301 12575954546037885292 2987881982259362690 11098236445866265206 11517471684351794676 5463927347816229216 4961804092349369164 14863840453733105899 16825458760271544958 3442442569224075514 14379674038884007504 6947869796116776312 2951548164787359400 14286719488944465464 10373601935024297654 12618882570078208420 12898390212452176220 6424276139246809269
gossipcop,12934912938727627310,5352406608058500551 6248604860156254962 5356901377489454210 14574942672802219495 15727565487733630154 8296395724429212116 4204272614257306908 14578593979053334670 14863560581502656759 1841947003540939650 14575760536782177766 15711534696191779210 3775712701246569477 3658566545346284053 3775712701246569477 5191689273684722119 12317148976708004009 1304321858852670152 16825458760271544958 12869865195921935107 7641141851349110818 344078281281420860 7220951956782777503 16168126768386042732 16825458760271544958 16825458760271544958 16825458760271544958 4720052334572424619
gossipcop,5207115342590324738,13281528294978599152 4711080496576670494 16825458760271544958 16825458760271544958 10985668754463022196 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 4259975195751473904 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 15552273270894029935 1479010742627018190 16825458760271544958 4770644190667532218 1162038839279917058 6205400474345997941 1896080008869160848
gossipcop,10038622414805106864,10038622414805106864 4750870889515963954 6495199535737725521 9116967321070054448 13659913136731238084 13399356786741905600 15170972604674399341 11403397196453153447 3684058134579776795 2535639946132589595 5489927806425460433 13847187326527263579 3371387638378259735 15331222160521040697 5753623684355377090 16825458760271544958 5914735467865049098 8865207064973286945 12788726557473161617 10054147796693175939 15253435201621780589 16825458760271544958 14086805889290467099 14380856207088774694 8569834734501741575 115183142113847795 3372632765929271848
gossipcop,7953265835652153884,14064410920459083088 7953265835652153884 6791819977663814262 15900931253871328982 7255661407259061995 16825458760271544958 8076089447058195953 16825458760271544958 16825458760271544958 17469031808676759846 16825458760271544958 6006608073564445754 16825458760271544958 377801463164593238 406073794566464437 9151550067823773354 13938740616768666658 16825458760271544958 11310539107003025672 12116330900794520691 7039268101473377801 14694244153918124265 5796540210359372122 16825458760271544958
gossipcop,711888705778829131,711888705778829131 16825458760271544958 139964963724646315 7963243860372442913 13065740212863262916 16170550264288323182 5005121989056927721 16052491037167636269 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 13174770537227912815 12867630558262468148 16825458760271544958 13844678862765657078 16825458760271544958 16825458760271544958 14672879533815549345 16825458760271544958 638931255821550808 16825458760271544958 16825458760271544958 17295188280076806744 1203181395884974586 6945244570126108752 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,8267299542045350301,2567801439661066568 8267299542045350301 7279781354485423108 16860458497185733553 11913861101616625492 12991527443808292564 1968192503382120478 16825458760271544958 16825458760271544958 770564277173397903 13357966054071794664 13402480222717326373 1936704346915870647 11346506058436764501 2365391135922446005 11187366311133717608 2741869402275795949 10701529746759009295 15847505693061741613 3793669486487157128 16825458760271544958 17840462643009391696 15511219852564685407
gossipcop,8812096151889090497,8812096151889090497 221114778006382978 14593982306839705472 6660649774199559093 3267060204081930445 7942279415857341536 11074073051921427809 3101344132029574129 12306419152265599649 17590823130061155657 3505912578879176944 12715893154790389673 1177360088321415089 7615113008050082574 16825458760271544958 15336980637373612622 9898591130298206406
gossipcop,1139430590090197097,1139430590090197097 13693294943128676049 12385693336357705956 16263921697590660631 16825458760271544958 14311353212784984880 16825458760271544958 3651089311186387020 16825458760271544958 10385880839536256009 16825458760271544958 16825458760271544958 7515336036562418350 6273628700842097903 16825458760271544958 16825458760271544958 18318374861706799308 7240721026612662817 16825458760271544958 389822195304454489 6966266750466392543 7350405618472627192 7698180771862089045 649662236263737428
gossipcop,1002717375049291232,1002717375049291232 6651558099929215704 16825458760271544958 6009512375053556056 9410197319636060586 14474388917871219328 239400864101863577 6928744191581920702 6738953846907843230 17607859767065580104 2152224614969555624 14840569470865229161 16825458760271544958 473659596692699213 595409514503670639 6690668190585545236 2326708676685660566 10719441627401360642 15125181850016045377 2913634259320178382 2987881982259362690 5736405639810290120 13855897525959801755 12133763560886043652 10038183007015208965 3824806719365906849 3078151236475301076 16825458760271544958
gossipcop,2107234693069160647,8138107552401433485 2107234693069160647 4774589841654065910 5828227686489348161 2177126829859074248 6149717546190213138 7394096296257951113 2624738983822602561 9815649235552067730 8429286978522478700 103686057589319565 868571662419931109 11853634288046720973 11979933681760090816 8212519089122640248 16825458760271544958 2866873108657039 7033720444291924333 11005769521946290304 4759755247313103387 1036054595598517572 16825458760271544958 10056652361080165702 2238964427984734279 4918074534739088795 70710887921030060 1662518196987571981
gossipcop,7599297358694811564,2742718601000845869 7512900950790042718 3922324265379335115 6981582336439907480 16422680388121419941 16609023686648601078 12103636216297847375 2827895606809504707 7150166584567841453 5798045424275488693 17934055165326025914 5502117539200013978 4384562965879941285 14909048803928340651 5990262806711161990 489684442582237321 645045657447566724 7361397052664452448 16617016311087755715 12883555956641332719 10445763650929670155 7991883717066896736 17837123455311636712 4769501886860804438 7982590618730275251 12246732595828549847 602027021898682049 9437974282724115865
gossipcop,14145676906785947317,14145676906785947317 16825458760271544958 7916601670654694671 16825458760271544958 8623372582104664734 8623372582104664734 9262578702314496384 16825458760271544958 4181509538701842360 17846364975578820904 16825458760271544958 5375651959339673014 6788451454823306875 6280642819810889043 16825458760271544958 16157180759492102882 7361595624796590916 16676462762657306067 16825458760271544958 1714484818298114969 16825458760271544958 12974352177678607951 1380124155595989770 14400024114205125706 17680468518257088822 2658894631709222926 16825458760271544958
gossipcop,9996408822124218336,9996408822124218336 9996408822124218336 9850202019638896294 4862634138836133322 16855815982035820248 16825458760271544958 9948096780520621200 6019400519406826744 1767865104060207831 6904008852618966259 7467452326115084550 16085675037086819154 14380856207088774694 5703428177393499041 10330880769981751324 14676070672340974637 16825458760271544958 8360114756637622498 17559181143863595458 14675732161260048865 13113269553344401552 7613978426775296739 5891757506243594815 12785858979791378487 12560985809366820148 8613194316184545209 13251987240073101888 12621343349583396262
gossipcop,18007015881302359703,2144623077882084356 2144623077882084356 16825458760271544958 14020003432910322121 7167117873304311901 16825458760271544958 3042603359612218770 13264064232340396579 10918495418547228039 2244557880275916803 5802060591611054101 159094359466075389 9007358711444857877 7958403995671298769 7958403995671298769 5159985170683233381 6460040831602374330 1763975847526860867 13851461451453825570 693625545780707522 4380204498538087084 16825458760271544958 15533012067524383862 5049201985891418273 16825458760271544958 752752470656065728 2683894987909389375
gossipcop,14915715467347541722,14915715467347541722 2070990046474161934 14341240278461594199 1671101725023917959 189010614622952909 1537409423820405864 9594979323144359491 10347940423922813060 6296263426656663503 5911584677424362348 5334585352808055809 16825458760271544958 15619889235443074132 15560668950975364324 9226753574809015437 450053920516915826 15420994629248547105 16825458760271544958 13983624449073831749 5856192899533637779 10903208665466576559 15395857053190362716 18032262861430776726 12941368953282813297 9853735862711191309 8901851367824969318 9677825020089964062 3824632848399454307
gossipcop,1504345385408566033,1504345385408566033 7706968139427942236 10793375397335666001 15728895382604253077 12745959858474420757 1637075702161388363 3775712701246569477 15504021933204340673 12785732767360932897 13517408287219411395 146437282628802840 16589326366988248901 8764338597303834448 4455561658972128012 12928012794106252266 991287997077050767 6356966748366905613 11160609340975683609 10515928975263435615 11833804935962350370 963927026411181045 17228324199180933379 18061925262834265420 11493458501134165985 11763461592894017379 8753302447792737326 14965959041758375392 6976688299189623208 8777868312995475603
gossipcop,1399566429470608543,16541638850628519769 18366077084656509105 5413435039593335638 1399566429470608543 16825458760271544958 14960027431298229963 3253262764720629353 8727677226661121897 8727677226661121897 442855048210705752 15089883885972738846 9525482889160941521 11410126068514310920 4542104097392692114 16825458760271544958 16825458760271544958 11541192151030077228 2524119671868673071 13416709351861216071 537713450487506541 4768639105118802224 8607452275157179283 8623372582104664734 8623372582104664734
gossipcop,6366413145001152146,6366413145001152146 1756133243166072342 5300747896155186194 483135235948770092 13512127798360881432 13447741577125560835 15356720234960105818 5785006267539094796 5466395922431097555 15588030747826139754 11802746808252094102 18408430882095051693 15901515460586852383 14599220959376093499 8426554066916725317 6462615574850189094 12734502030243849921 991463179325106256 11466280599400514323 1799278211124553563 185866840058307088 16727488721216307751 4115842892944109710 3171662427728926951 17085007735294985757 13207598327556596151
gossipcop,17031206480831241634,17031206480831241634 15959234445882145804 16825458760271544958 16825458760271544958 10918495418547228039 6315896081744286101 5740441357114212773 16825458760271544958 16825458760271544958 16825458760271544958 4619042056227098634 13314950816767278479 16825458760271544958 1074759222535423037 1531863308280154684 10447155626193384308 10918495418547228039 10752420673102186 119918579693662838 2302821506693585800 16978029671445448966 16825458760271544958 8294967788918842017 16825458760271544958 13763152977097842335 17969611165997521020 16825458760271544958
gossipcop,13741499438613519378,13741499438613519378 1891255329452434962 2614261036046651544 4102820085637614843 2360194279778868724 17970103347889993635 1842111950103315556 1658309833826308826 17189483598637908504 8019564988127491229 17453975397316218976 16825458760271544958 7678622236892204186 15560668950975364324 13603457217897752336 8623372582104664734 5413348624498138677 12808974069443686816 14687100622784088306 6475881731974076961 16114260745537554938 15310035555697705937 7197964315726550656 6947117228652524981 6889538589994928814 15918677328065027262 11715904808808383630 13087293624323822986
gossipcop,10685348800883082095,7248452061176611197 16825458760271544958 15448912694293914153 6143359254131966507 16825458760271544958 10685348800883082095 6784555835208589833 6137637955200160323 15451235893645008941 216526876680755165 1156326410334794281 16825458760271544958 16825458760271544958 15491696753040237097 15627649579824575081 15303539665486606433 6225400452525304729 13983080953134735912 18194569050799982081 16825458760271544958 3349517316795761729 12451252538285075756 7742881135748105571 216526876680755165 5412575924314438314 2955621930179865638 9196860640297681255 15551299159303713617
gossipcop,6458322489374213127,6458322489374213127 9500422442919533403 11826395906463342490 15575157278945278565 2083526936193093266 17947865274148640585 1441639651005044209 13650984969636806539 2382890894856964350 14746409149175645972 12714485656086942872 15106016839247422168 4230929451404552200 2149613121287592493 9471321461013680410 10004513856271579408 16825458760271544958 205882259767724430 5607029716302638165 10497952982171465994 12461284565916179080 12428940815240134441 14863195009947017400 16825458760271544958 15614871390510502731 13014418411958778501 13028438639067668672 17383847654532041301
gossipcop,15508858241238499038,15508858241238499038 16825458760271544958 10271741665154961379 16410513020324533974 12811356616039205635 16667830126565965543 3981471404919717579 16269035531239736950 10352951565759433024 16085318856100871414 4613384936883263428 16825458760271544958 10905828741444115863 16058505841078175682 16825458760271544958 16525989654163873699 1373738643570594986 13469724344183285448 10825900752633671664 18294260909644529327 16195535555031021430 6236767278521853737 11542873296387001225 14908370565612017942 7076924515813526177 1234984966532394571 15649737893943084894
gossipcop,18127303339142314798,12207051914639935113 18127303339142314798 6780589768616372780 15957995295516815146 13871430796361395995 14850996588030675951 3597066819732620521 9982619525437547060 8582536684645183301 7782758218761825009 11237231057938965189 10103145005231146165 4720050858751333515 17262399375859634928 8064916875055952715 8623372582104664734 11280238474088064029 6014745074717205127 6189488203386051589 4761546462961107185 13486172238455153620 5609908284308167911 5734034120519257866 3265547109928469000 15560668950975364324 8281125969114506328 16825458760271544958 6407297019268117145 3712931979908867785
gossipcop,9654823349915249117,8096214403069290811 9654823349915249117 1484929788669938033 5820067384550445671 16825458760271544958 7827273303121222970 3271598938942111063 693225495852362739 4093088916223062265 9522851477596980034 2133351101191814432 2029161848424785215 5603345905970958706 11690804258264369426 2763805833388643635 12903173115438731670 9864391300915363096 4722955054610108003 14380856207088774694 17426994296646804092 8569834734501741575 6736833462965895418 8892869704581267814 3821034661809323351 16825458760271544958
gossipcop,14429636575274673078,14429636575274673078 17895623725981791193 17301289294407808657 15054877932406435905 14380856207088774694 16825458760271544958 12936148117967143355 14211120234295906503 16825458760271544958 6905182506724097144 5550570015759073642 3756848284640885841 5493332058634594721 5006240065771955724 17519706664835953839 17524008000068906560 1592544833789861036 7130803172295178432 4928016399940545108 16825458760271544958 2147125037636114174 7098454162630407759 4456804761339043922 16854465207287007153 11255270118489462960 14061566158423882470 1072116503252033220 1072116503252033220
gossipcop,3566301493920162594,3566301493920162594 14043617162810079625 8695145788146102757 12475801294485589326 9317907072152809812 16825458760271544958 4921981552595782381 6489991918805614170 13280074107193263261 1270725035902107806 7260241214986952459 12104646504112214945 16958978572216169572 6453056073191157395 11027246736880439505 13642275689687432995 16422601450892350355 15275770528782671116 8773870436280650312 10787347392711112992 2174555189900494238 12209358148849106055 16779803927466702612 16825458760271544958 14897935586002069258 694626013893953174 14264119755953667420
gossipcop,16979235135498337912,16825458760271544958 16825458760271544958 6516327919901116010 1220612541556155377 16825458760271544958 11130388780186213248 15560668950975364324 2190699774853868833 1462513599060364761 8185422537712598016 10289626322323856260 716600136777274240 11965295025222035674 2894043055545569823 15436167907647460597 16825458760271544958 16825458760271544958 16825458760271544958 5028496362932538406 3099896116070092770 16825458760271544958 16825458760271544958 12233765588941921984 16825458760271544958 3479050791321747532 11903596561726380053 16825458760271544958
gossipcop,9568724070603577486,9568724070603577486 9352445735373543558 9313626393950163086 12934912938727627310 18149417657203903936 9604079982612715662 2370401896494709567 551791563142101567 16825458760271544958 16825458760271544958 1054337618081120452 16186847937325450128 16825458760271544958 12450605449887110044 5055357061392017092 16188935464304876292 18001771103357695484 11952784801475391151 16825458760271544958 10146920883926856868 9389242969915304268 3354913789960574945 5442529779379409207 16825458760271544958 16825458760271544958
gossipcop,4920396609337266024,4920396609337266024 16850749133270871364 14540293672627659796 12800219519641214042 11079173041485309276 14125831727180074445 5535241420217255447 14450257962617564247 8922109157207914379 4693237241324079648 8141990387994838393 14022262614536067836 4535802396814779515 1285191924106577021 131122347372728575 12455815481969265836 10125804773830532935 7985354795576151499 26740407174841685 16825458760271544958 13707224658847028601 16825458760271544958 11692448508112381898 9708391894859851176 16825458760271544958 4667372678128871615 115362040248665389 5319175764264018964 2380294464618057239
gossipcop,8245117197971443715,8245117197971443715 8243428141887148167 4800439693214896634 1125390608476731524 10643186673625234006 6494348165631949840 11646273886902381401 10918495418547228039 1303734078893417774 16410723897023984533 12079573087908063795 4045309107293797683 15398224384443051510 3541353336982956979 759846520448108462 15499816388385022581 7105768902892656953 3108530966922386873 940336387613763127 11571103537454420137 8687726259825647280 12866350181257247237 1362052095426773525 9156732630166249291 16825458760271544958 16825458760271544958 12309894781538842569 9686901749663597518 5449719627223536196 3431618376911124453
gossipcop,12028000004742339848,12028000004742339848 2202131414617522088 11100821618986974520 7380283024664980936 16825458760271544958 9882015416575022631 16825458760271544958 16558961687091822672 14764896095209376138 13091731471353922128 4918074534739088795 16825458760271544958 7382253775763792479 1740275107759884913 16825458760271544958 12442034434092943462 11010195948588767506 6496741577179332840 16825458760271544958 2400422744903868675 16825458760271544958 16825458760271544958
gossipcop,4330212472507494043,4330212472507494043 7171416425095684683 4759737725127418395 15944322691013806988 15936733291902687012 11368880975850282765 9840354966639037120 13842388193991026259 17807874360332319619 2949668330186205984 3434979905518190911 17190857022572986802 6116269174057988922 17535118507335066580 1313457541325367152 6169592749649176761 13698195074253388521 3925819392570836570 7431263265950808632 1119144796986781625 9157708630911282154 18214706825245898958 12620097545298542638 16825458760271544958 485792006493814892 18356130539587652852 10879728268933139627 174945274232884489 8576577862511600148
gossipcop,9621395401392820509,9621395401392820509 2567801439661066568 10929949247992119565 13116270075488784733 10020587320058055104 13115058690640319761 11942122264327879836 16825458760271544958 12907202430987411816 12263812368286852689 16825458760271544958 16825458760271544958 12263374866598782872 2163138079672187999 17727008139916987502 13871597088082470261 18158243500701810576 16825458760271544958 16825458760271544958 2745740282812753790 16825458760271544958 12715893154790389673 16825458760271544958 16825458760271544958 12054291638316948212 15995599845594646842 16825458760271544958 14944899680940942235 4383653319646347648
gossipcop,3610095984300719550,11787141457463532179 5118880287151196871 8262236944806199014 15840301705361542882 3284273968601535523 11102708156511036904 168838699433772392 16825458760271544958 11212737190768869950 4879960139720207492 4845054472781564828 9370302534129845398 10918495418547228039 230094746261956706 8609784162961529378 15037229856546999111 11340285652844487634 1217284472147930159 17441680022843475869 16059918804230291186 9078732986487486296 2723784451349039268 16825458760271544958 4705917595513612882
gossipcop,11638319484184380031,9872626406588247039 12390310065011656043 7124445225485650129 11974119584782770018 16825458760271544958 11544583382038990035 15993309770547102585 8691538432512495303 15092556129076030346 17370406179937666626 3775713799682284551 9962840928871259678 14349643357198420375 9097396157461542439 16825458760271544958 16825458760271544958 16825458760271544958 17626248505105865263 180744870520030552 16825458760271544958 7732106094851101409 16825458760271544958 4693698866248529161 16825458760271544958 16861286838627085129 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,5968131576403972560,13363527373533001656 3775713799682284551 10820622562478845641 16195068466414117485 4364468592596648043 12663709411397935466 9288114614443763765 7098661438085181616 14533699563874793728 15658832060750141297 8294152048828022991 17141496449422850256 11133339405287539281 319629648058424075 8893061505717056078 15853526125418765248 5093792355333348457 2636186751600340298 734577204165564673 17321407764239849 16617500349477681317 13095357375485852100 16532329200120743528 14670191111382627296 3631595160581030597 3681855078407849185 1701576185924043455 15725475609295905265 4245001426233387146
gossipcop,16970559530160406148,16970559530160406148 16970559530160406148 4026380416654263224 4026380416654263224 16825458760271544958 1865540661064515896 8323974434411497647 1949920094348879519 12577761001602754804 16371126697530205199 13924642072540487057 14100350700234031652 12120291151796544616 13835853232539551621 12187861187952290499 2421873733823008799 506854724291194275 16825458760271544958 16825458760271544958 6505430260491609032 10318197424764367949
